"","subject","age","awar","prof","bil.dom","time","age.acq","prime","target","item","target.sta","prime.type","prime.len","target.len","prime.freq","target.freq","target.lan","response","order","RT","amb","listeng","listspa","issue","dis","accuracy","itemcode"
"212","1",25,"no",55,24,33,12,"grid","CENPRO","nonCENPRO","nonword","",4,6,3.92,NA,"spa","0",15,1.069954038,NA,"a","c","clean","no","yes",123
"213","1",25,"no",55,24,33,12,"armoury","CERDU","nonCERDU","nonword","",7,5,3.01,NA,"spa","0",61,0.752745152,NA,"a","c","clean","no","yes",124
"214","1",25,"no",55,24,33,12,"muffin","CHATAL","nonCHATAL","nonword","",6,6,4,NA,"spa","0",62,0.78935653,NA,"a","c","clean","no","yes",125
"215","1",25,"no",55,24,33,12,"storm","CHOSPA","nonCHOSPA","nonword","",5,6,4.46,NA,"spa","0",89,1.105834603,NA,"a","c","clean","no","yes",128
"216","1",25,"no",55,24,33,12,"copper","CIELA","nonCIELA","nonword","",6,5,4.25,NA,"spa","0",84,1.025357604,NA,"a","c","clean","no","yes",129
"217","1",25,"no",55,24,33,12,"branch","CINA","nonCINA","nonword","",6,4,4.1,NA,"spa","1",128,0.624786258,NA,"a","c","clean","no","no",130
"218","1",25,"no",55,24,33,12,"burden","CIRTA","nonCIRTA","nonword","",6,5,4.06,NA,"spa","0",35,0.825093269,NA,"a","c","clean","no","yes",131
"219","1",25,"no",55,24,33,12,"cello","CLAENTE","nonCLAENTE","nonword","",5,7,3.46,NA,"spa","0",4,1.288433671,NA,"a","c","clean","no","yes",132
"220","1",25,"no",55,24,33,12,"cruise","CLIMO","nonCLIMO","nonword","",6,5,4.09,NA,"spa","0",29,0.909764349,NA,"a","c","clean","no","yes",133
"221","1",25,"no",55,24,33,12,"razor","COIMÁN","nonCOIMÁN","nonword","",5,6,3.69,NA,"spa","0",82,0.842732906,NA,"a","c","clean","no","yes",134
"222","1",25,"no",55,24,33,12,"cane","COLLE","nonCOLLE","nonword","",4,5,3.75,NA,"spa","0",102,0.706982672,NA,"a","c","clean","no","yes",135
"223","1",25,"no",55,24,33,12,"cousin","COMOTE","nonCOMOTE","nonword","",6,6,4.26,NA,"spa","0",56,0.807073474,NA,"a","c","clean","no","yes",136
"224","1",25,"no",55,24,33,12,"kettle","CONLE","nonCONLE","nonword","",6,5,4.02,NA,"spa","0",30,0.720841646,NA,"a","c","clean","no","yes",137
"225","1",25,"no",55,24,33,12,"portrait","CORETA","nonCORETA","nonword","",8,6,4.18,NA,"spa","0",125,0.973602593,NA,"a","c","clean","no","yes",138
"226","1",25,"no",55,24,33,12,"mosque","CORREDAR","nonCORREDAR","nonword","",6,8,3.81,NA,"spa","0",20,1.252180696,NA,"a","c","clean","no","yes",139
"227","1",25,"no",55,24,33,12,"oyster","CRUMA","nonCRUMA","nonword","",6,5,3.82,NA,"spa","0",104,2.374416351,NA,"a","c","clean","no","yes",142
"228","1",25,"no",55,24,33,12,"harbour","CUADRÍ","nonCUADRÍ","nonword","",7,6,4.12,NA,"spa","0",88,0.755971193,NA,"a","c","clean","no","yes",143
"229","1",25,"no",55,24,33,12,"blaze","CUÑAYA","nonCUÑAYA","nonword","",5,6,3.61,NA,"spa","0",54,0.987761497,NA,"a","c","clean","no","yes",144
"230","1",25,"no",55,24,33,12,"blood","CURCEL","nonCURCEL","nonword","",5,6,4.98,NA,"spa","0",21,0.858481586,NA,"a","c","clean","no","yes",145
"231","1",25,"no",55,24,33,12,"juice","DEODA","nonDEODA","nonword","",5,5,4.44,NA,"spa","0",110,1.039867282,NA,"a","c","clean","no","yes",146
"232","1",25,"no",55,24,33,12,"flat","EQUIPUJE","nonEQUIPUJE","nonword","",4,8,4.99,NA,"spa","0",106,0.872720778,NA,"a","c","clean","no","yes",148
"233","1",25,"no",55,24,33,12,"shell","FABULTAD","nonFABULTAD","nonword","",5,8,4.39,NA,"spa","0",81,0.766783774,NA,"a","c","clean","no","yes",149
"234","1",25,"no",55,24,33,12,"cinnamon","FLAR","nonFLAR","nonword","",8,4,3.78,NA,"spa","0",46,0.793513119,NA,"a","c","clean","no","yes",151
"235","1",25,"no",55,24,33,12,"army","FOESTA","nonFOESTA","nonword","",4,6,4.91,NA,"spa","0",17,0.858460307,NA,"a","c","clean","no","yes",153
"236","1",25,"no",55,24,33,12,"pen","GAKO","nonGAKO","nonword","",3,4,4.37,NA,"spa","0",44,0.718286753,NA,"a","c","clean","no","yes",156
"237","1",25,"no",55,24,33,12,"knight","GANDA","nonGANDA","nonword","",6,5,4.19,NA,"spa","0",118,1.936823964,NA,"a","c","clean","no","yes",157
"238","1",25,"no",55,24,33,12,"marble","GOTE","nonGOTE","nonword","",6,4,3.86,NA,"spa","0",72,0.875750065,NA,"a","c","clean","no","yes",159
"239","1",25,"no",55,24,33,12,"junk","HUMI","nonHUMI","nonword","",4,4,3.97,NA,"spa","0",50,0.723998964,NA,"a","c","clean","no","yes",163
"240","1",25,"no",55,24,33,12,"suitcase","JOSA","nonJOSA","nonword","",8,4,3.78,NA,"spa","0",75,0.882239223,NA,"a","c","clean","no","yes",165
"241","1",25,"no",55,24,33,12,"glance","LATI","nonLATI","nonword","",6,4,3.77,NA,"spa","0",7,0.676125288,NA,"a","c","clean","no","yes",167
"242","1",25,"no",55,24,33,12,"vacuum","LORTE","nonLORTE","nonword","",6,5,3.86,NA,"spa","0",12,1.39067781,NA,"a","c","clean","no","yes",168
"243","1",25,"no",55,24,33,12,"stone","MASTILLO","nonMASTILLO","nonword","",5,8,4.84,NA,"spa","1",60,0.989896953,NA,"a","c","clean","no","no",169
"244","1",25,"no",55,24,33,12,"stove","MASURA","nonMASURA","nonword","",5,6,3.67,NA,"spa","0",18,1.323945522,NA,"a","c","clean","no","yes",170
"245","1",25,"no",55,24,33,12,"dish","MEREAL","nonMEREAL","nonword","",4,6,4.94,NA,"spa","1",123,0.561587155,NA,"a","c","clean","no","no",171
"246","1",25,"no",55,24,33,12,"cape","MURTILLO","nonMURTILLO","nonword","",4,8,3.95,NA,"spa","0",39,0.901777983,NA,"a","c","clean","no","yes",172
"247","1",25,"no",55,24,33,12,"fork","OSU","nonOSU","nonword","",4,3,3.97,NA,"spa","0",42,0.729611337,NA,"a","c","clean","no","yes",173
"248","1",25,"no",55,24,33,12,"saviour","PAFA","nonPAFA","nonword","",7,4,3.63,NA,"spa","0",3,0.857838213,NA,"a","c","clean","no","yes",174
"249","1",25,"no",55,24,33,12,"weapon","PATU","nonPATU","nonword","",6,4,4.29,NA,"spa","0",51,0.742588401,NA,"a","c","clean","no","yes",175
"250","1",25,"no",55,24,33,12,"survey","SOPE","nonSOPE","nonword","",6,4,4.28,NA,"spa","0",37,0.742375076,NA,"a","c","clean","no","yes",201
"251","1",25,"no",55,24,33,12,"teenager","SOPU","nonSOPU","nonword","",8,4,4.2,NA,"spa","0",9,0.82028389,NA,"a","c","clean","no","yes",202
"252","1",25,"no",55,24,33,12,"signal","TOLSA","nonTOLSA","nonword","",6,5,4.25,NA,"spa","0",34,0.865807891,NA,"a","c","clean","no","yes",218
"253","1",25,"no",55,24,33,12,"mortgage","VATO","nonVATO","nonword","",8,4,4.21,NA,"spa","0",6,1.073466778,NA,"a","c","clean","no","yes",222
"254","1",25,"no",55,24,33,12,"mall","VOLOR","nonVOLOR","nonword","",4,5,3.7,NA,"spa","0",116,0.73976171,NA,"a","c","clean","no","yes",223
"255","1",25,"no",55,24,33,12,"river","VUENTA","nonVUENTA","nonword","",5,6,4.93,NA,"spa","0",31,1.040622473,NA,"a","c","clean","no","yes",224
"256","1",25,"no",55,24,33,12,"wheel","YARGA","nonYARGA","nonword","",5,5,4.51,NA,"spa","0",71,0.870507181,NA,"a","c","clean","no","yes",228
"257","2",34,"yes",51,15,16,16,"cangrejo","BASKET","conBASKET","word","control",8,6,3.99,4.16,"eng","1",96,0.613665998,1,"b","d","as","no","yes",11
"258","2",34,"yes",51,15,16,16,"cepillo","BLANKET","conBLANKET","word","control",7,7,3.98,3.93,"eng","1",101,0.528969586,0,"b","d","clean","no","yes",12
"259","2",34,"yes",51,15,16,16,"teclado","BRUSH","conBRUSH","word","control",7,5,3.32,4.29,"eng","1",90,0.814748526,1,"b","d","com","no","yes",15
"261","2",34,"yes",51,15,16,16,"moneda","CLOWN","conCLOWN","word","control",6,5,3.46,3.9,"eng","1",13,0.612782776,0,"b","d","clean","no","yes",29
"262","2",34,"yes",51,15,16,16,"herida","COIN","conCOIN","word","control",6,4,3.5,4.05,"eng","1",74,0.633133471,0,"b","d","clean","no","yes",30
"265","2",34,"yes",51,15,16,16,"manta","CRAB","conCRAB","word","control",5,4,3.41,4.21,"eng","1",19,0.615006983,0,"b","d","clean","no","yes",34
"266","2",34,"yes",51,15,16,16,"deberes","DOUGH","conDOUGH","word","control",7,5,4.01,4.05,"eng","1",100,0.848988533,1,"b","d","as","no","yes",38
"267","2",34,"yes",51,15,16,16,"bandera","DWARF","conDWARF","word","control",7,5,4.18,3.59,"eng","1",46,0.799001932,0,"b","d","clean","no","yes",40
"268","2",34,"yes",51,15,16,16,"enano","FLAG","conFLAG","word","control",5,4,3.99,4.42,"eng","1",126,0.715560436,0,"b","d","clean","no","yes",46
"269","2",34,"yes",51,15,16,16,"maíz","FOLDER","conFOLDER","word","control",4,6,3.45,2.94,"eng","1",2,0.847727716,0,"b","d","clean","no","yes",48
"270","2",34,"yes",51,15,16,16,"escudo","GRAPE","conGRAPE","word","control",6,5,4.01,3.54,"eng","1",54,1.014007092,0,"b","d","clean","no","yes",53
"272","2",34,"yes",51,15,16,16,"ascensor","HAZELNUT","conHAZELNUT","word","control",8,8,4.3,3.17,"eng","1",97,0.590406656,1,"b","d","ae","no","yes",56
"273","2",34,"yes",51,15,16,16,"avellana","HOMEWORK","conHOMEWORK","word","control",8,8,2.72,4.09,"eng","1",1,0.648777664,1,"b","d","as","no","yes",58
"275","2",34,"yes",51,15,16,16,"uva","KEYBOARD","conKEYBOARD","word","control",3,8,3.34,3.64,"eng","1",9,0.788828492,1,"b","d","com","no","yes",60
"276","2",34,"yes",51,15,16,16,"masa","LIFT","conLIFT","word","control",4,4,3.45,4.75,"eng","1",59,0.730879009,1,"b","d","ae","no","yes",63
"279","2",34,"yes",51,15,16,16,"cesta","PENCIL","conPENCIL","word","control",5,6,3.57,3.98,"eng","1",47,0.797492802,1,"b","d","as","no","yes",74
"282","2",34,"yes",51,15,16,16,"carpeta","SCAR","conSCAR","word","control",7,4,3.64,3.6,"eng","1",56,1.164741993,0,"b","d","clean","no","yes",78
"283","2",34,"yes",51,15,16,16,"anillo","SHIELD","conSHIELD","word","control",6,6,4.78,3.8,"eng","1",79,0.630480051,1,"b","d","as","no","yes",81
"285","2",34,"yes",51,15,16,16,"lápiz","STEEL","conSTEEL","word","control",5,5,3.45,4.42,"eng","1",70,0.667194307,0,"b","d","clean","no","yes",85
"286","2",34,"yes",51,15,16,16,"cicatriz","TRAY","conTRAY","word","control",8,4,4.03,4.15,"eng","1",29,1.231744528,0,"b","d","clean","no","yes",91
"287","2",34,"yes",51,15,16,16,"payaso","WALLET","conWALLET","word","control",6,6,3.47,3.81,"eng","1",117,0.631558239,0,"b","d","clean","no","yes",96
"288","2",34,"yes",51,15,16,16,"galleta","WOUND","conWOUND","word","control",7,5,3.43,4.1,"eng","1",5,0.698309839,1,"b","d","ae","no","yes",100
"290","2",34,"yes",51,15,16,16,"flecha","ARROW","relARROW","word","related",6,5,3.39,3.78,"eng","1",66,0.713408709,0,"b","d","clean","no","yes",233
"291","2",34,"yes",51,15,16,16,"hacha","AXE","relAXE","word","related",5,3,3.4,3.85,"eng","1",6,0.665358365,0,"b","d","clean","no","yes",236
"293","2",34,"yes",51,15,16,16,"freno","BRAKE","relBRAKE","word","related",5,5,3.38,3.84,"eng","1",57,1.146197438,0,"b","d","clean","no","yes",242
"296","2",34,"yes",51,15,16,16,"vela","CANDLE","relCANDLE","word","related",4,6,3.42,3.79,"eng","1",89,0.615791202,0,"b","d","clean","no","yes",245
"298","2",34,"yes",51,15,16,16,"cereza","CHERRY","relCHERRY","word","related",6,6,3.68,4.23,"eng","1",109,0.564001918,0,"b","d","clean","no","yes",255
"299","2",34,"yes",51,15,16,16,"algodón","COTTON","relCOTTON","word","related",7,6,3.94,4.1,"eng","1",113,0.564244747,0,"b","d","clean","no","yes",261
"301","2",34,"yes",51,15,16,16,"edredón","DUVET","relDUVET","word","related",7,5,3.13,3.39,"eng","1",91,0.613674939,0,"b","d","clean","no","yes",267
"302","2",34,"yes",51,15,16,16,"tela","FABRIC","relFABRIC","word","related",4,6,3.41,3.97,"eng","1",40,0.934313774,0,"b","d","clean","no","yes",273
"303","2",34,"yes",51,15,16,16,"bosque","FOREST","relFOREST","word","related",6,6,4.73,4.67,"eng","1",120,0.535806537,0,"b","d","clean","no","yes",277
"304","2",34,"yes",51,15,16,16,"abuelo","GRANDPA","relGRANDPA","word","related",6,7,4.9,4.21,"eng","1",36,0.914595366,1,"b","d","com","no","yes",280
"305","2",34,"yes",51,15,16,16,"tinta","INK","relINK","word","related",5,3,3.4,3.89,"eng","1",127,0.982065916,0,"b","d","clean","no","yes",287
"306","2",34,"yes",51,15,16,16,"cuchillo","KNIFE","relKNIFE","word","related",8,5,4.62,4.49,"eng","1",111,0.547919571,0,"b","d","clean","no","yes",289
"308","2",34,"yes",51,15,16,16,"camión","LORRY","relLORRY","word","related",6,5,4.8,4.07,"eng","1",94,0.635310769,1,"b","d","ae","no","yes",292
"309","2",34,"yes",51,15,16,16,"sobrino","NEPHEW","relNEPHEW","word","related",7,6,3.47,3.81,"eng","1",110,0.597270429,0,"b","d","clean","no","yes",297
"310","2",34,"yes",51,15,16,16,"regla","RULER","relRULER","word","related",5,5,3.5,3.63,"eng","1",8,0.831343293,0,"b","d","clean","no","yes",305
"311","2",34,"yes",51,15,16,16,"tijeras","SCISSORS","relSCISSORS","word","related",7,8,3.39,3.92,"eng","1",108,0.646433532,0,"b","d","clean","no","yes",307
"312","2",34,"yes",51,15,16,16,"seda","SILK","relSILK","word","related",4,4,3.41,4,"eng","1",119,0.565036595,0,"b","d","clean","no","yes",310
"314","2",34,"yes",51,15,16,16,"cuchara","SPOON","relSPOON","word","related",7,5,3.85,4.29,"eng","1",80,0.597052813,0,"b","d","clean","no","yes",312
"315","2",34,"yes",51,15,16,16,"espada","SWORD","relSWORD","word","related",6,5,3.49,4.09,"eng","1",114,0.544592857,0,"b","d","clean","no","yes",314
"316","2",34,"yes",51,15,16,16,"paraguas","UMBRELLA","relUMBRELLA","word","related",8,8,3.34,3.89,"eng","1",85,0.563576579,0,"b","d","clean","no","yes",321
"317","2",34,"yes",51,15,16,16,"nuez","WALNUT","relWALNUT","word","related",4,6,3.37,3.73,"eng","1",86,0.681174874,0,"b","d","clean","no","yes",325
"319","2",34,"yes",51,15,16,16,"trigo","WHEAT","relWHEAT","word","related",5,5,3.37,3.95,"eng","1",76,0.580009639,0,"b","d","clean","no","yes",326
"320","2",34,"yes",51,15,16,16,"gusano","WORM","relWORM","word","related",6,4,3.42,3.84,"eng","1",55,0.599256575,0,"b","d","clean","no","yes",327
"321","2",34,"yes",51,15,16,16,"desierto","BLOGUE","nonBLOGUE","nonword","",8,6,4.49,NA,"eng","1",48,1.928278208,NA,"b","d","clean","no","no",113
"322","2",34,"yes",51,15,16,16,"capilla","BLOOTHE","nonBLOOTHE","nonword","",7,7,3.86,NA,"eng","0",30,2.710577011,NA,"b","d","clean","no","yes",114
"323","2",34,"yes",51,15,16,16,"capítulo","BROMB","nonBROMB","nonword","",8,5,4.39,NA,"eng","0",50,0.796569943,NA,"b","d","clean","no","yes",117
"324","2",34,"yes",51,15,16,16,"avena","CHAUTCH","nonCHAUTCH","nonword","",5,7,3.61,NA,"eng","0",67,1.130427837,NA,"b","d","clean","no","yes",126
"325","2",34,"yes",51,15,16,16,"ajedrez","CHEUTH","nonCHEUTH","nonword","",7,6,3.99,NA,"eng","0",49,0.665266216,NA,"b","d","clean","no","yes",127
"326","2",34,"yes",51,15,16,16,"batería","CROOSH","nonCROOSH","nonword","",7,6,4.25,NA,"eng","0",112,0.896636546,NA,"b","d","clean","no","yes",140
"327","2",34,"yes",51,15,16,16,"cajón","CRUGE","nonCRUGE","nonword","",5,5,4.17,NA,"eng","0",107,0.897118688,NA,"b","d","clean","no","yes",141
"328","2",34,"yes",51,15,16,16,"frasco","DRURCH","nonDRURCH","nonword","",6,6,3.34,NA,"eng","0",69,0.813482165,NA,"b","d","clean","no","yes",147
"329","2",34,"yes",51,15,16,16,"árbol","FILK","nonFILK","nonword","",5,4,4.72,NA,"eng","1",121,0.548612952,NA,"b","d","clean","no","no",150
"330","2",34,"yes",51,15,16,16,"aceite","FLIS","nonFLIS","nonword","",6,4,4.26,NA,"eng","0",21,0.712859631,NA,"b","d","clean","no","yes",152
"331","2",34,"yes",51,15,16,16,"callejón","FRAS","nonFRAS","nonword","",8,4,4.19,NA,"eng","0",125,0.748493552,NA,"b","d","clean","no","yes",154
"332","2",34,"yes",51,15,16,16,"código","FREIGTHTH","nonFREIGTHTH","nonword","",6,9,4.8,NA,"eng","0",115,2.244241238,NA,"b","d","clean","no","yes",155
"333","2",34,"yes",51,15,16,16,"colchón","GNERF","nonGNERF","nonword","",7,5,3.84,NA,"eng","0",3,0.865156233,NA,"b","d","clean","no","yes",158
"334","2",34,"yes",51,15,16,16,"calabaza","GRAITH","nonGRAITH","nonword","",8,6,3.87,NA,"eng","0",45,0.580981553,NA,"b","d","clean","no","yes",160
"335","2",34,"yes",51,15,16,16,"desfile","GUBE","nonGUBE","nonword","",7,4,4.1,NA,"eng","0",34,0.815083027,NA,"b","d","clean","no","yes",161
"336","2",34,"yes",51,15,16,16,"borde","GUELCH","nonGUELCH","nonword","",5,6,4.23,NA,"eng","0",26,0.748215795,NA,"b","d","clean","no","yes",162
"337","2",34,"yes",51,15,16,16,"cuadro","JIEF","nonJIEF","nonword","",6,4,4.31,NA,"eng","0",116,0.851221263,NA,"b","d","clean","no","yes",164
"338","2",34,"yes",51,15,16,16,"comité","KNAFE","nonKNAFE","nonword","",6,5,4.41,NA,"eng","0",118,1.083752513,NA,"b","d","clean","no","yes",166
"339","2",34,"yes",51,15,16,16,"leche","PHEAP","nonPHEAP","nonword","",5,5,3.52,NA,"eng","0",77,0.817448854,NA,"b","d","clean","no","yes",176
"340","2",34,"yes",51,15,16,16,"carro","PHRAGUE","nonPHRAGUE","nonword","",5,7,4.25,NA,"eng","0",18,0.883007109,NA,"b","d","clean","no","yes",177
"341","2",34,"yes",51,15,16,16,"baúl","PHREIN","nonPHREIN","nonword","",4,6,3.99,NA,"eng","0",35,0.930276692,NA,"b","d","clean","no","yes",178
"342","2",34,"yes",51,15,16,16,"proa","PHRELF","nonPHRELF","nonword","",4,6,3.32,NA,"eng","0",25,0.682410538,NA,"b","d","clean","no","yes",179
"343","2",34,"yes",51,15,16,16,"chivo","PHRIP","nonPHRIP","nonword","",5,5,3.61,NA,"eng","0",122,0.684903979,NA,"b","d","clean","no","yes",180
"344","2",34,"yes",51,15,16,16,"cobre","PHUIFF","nonPHUIFF","nonword","",5,6,3.6,NA,"eng","0",33,0.696295977,NA,"b","d","clean","no","yes",181
"345","2",34,"yes",51,15,16,16,"cemento","PLAC","nonPLAC","nonword","",7,4,3.69,NA,"eng","0",123,0.665002108,NA,"b","d","clean","no","yes",182
"346","2",34,"yes",51,15,16,16,"celda","PLEG","nonPLEG","nonword","",5,4,4.48,NA,"eng","0",14,0.781491935,NA,"b","d","clean","no","yes",183
"347","2",34,"yes",51,15,16,16,"cola","ROUNT","nonROUNT","nonword","",4,5,4.49,NA,"eng","1",98,0.515928566,NA,"b","d","clean","no","no",184
"348","2",34,"yes",51,15,16,16,"cabaña","SAZZ","nonSAZZ","nonword","",6,4,4.26,NA,"eng","0",103,0.885149419,NA,"b","d","clean","no","yes",185
"349","2",34,"yes",51,15,16,16,"cable","SCRAC","nonSCRAC","nonword","",5,5,4.48,NA,"eng","0",44,0.748555839,NA,"b","d","clean","no","yes",186
"350","2",34,"yes",51,15,16,16,"cuna","SCREATHE","nonSCREATHE","nonword","",4,8,3.96,NA,"eng","0",124,0.878468633,NA,"b","d","clean","no","yes",187
"351","2",34,"yes",51,15,16,16,"disco","SCRINCH","nonSCRINCH","nonword","",5,7,3.52,NA,"eng","0",32,1.080688715,NA,"b","d","clean","no","yes",188
"352","2",34,"yes",51,15,16,16,"viña","SCROOTHE","nonSCROOTHE","nonword","",4,8,3.11,NA,"eng","0",38,1.000335813,NA,"b","d","clean","no","yes",189
"353","2",34,"yes",51,15,16,16,"almuerzo","SCRORQUE","nonSCRORQUE","nonword","",8,8,4.71,NA,"eng","0",72,0.773243189,NA,"b","d","clean","no","yes",190
"354","2",34,"yes",51,15,16,16,"bóveda","SCROURGE","nonSCROURGE","nonword","",6,8,4.05,NA,"eng","0",88,1.076541424,NA,"b","d","clean","no","yes",191
"355","2",34,"yes",51,15,16,16,"castillo","SCROUTE","nonSCROUTE","nonword","",8,7,4.33,NA,"eng","0",61,0.696821213,NA,"b","d","clean","no","yes",192
"356","2",34,"yes",51,15,16,16,"almohada","SHRUICK","nonSHRUICK","nonword","",8,7,4.07,NA,"eng","0",11,0.827638984,NA,"b","d","clean","no","yes",193
"357","2",34,"yes",51,15,16,16,"cuartel","SHRUISE","nonSHRUISE","nonword","",7,7,4.06,NA,"eng","0",83,0.68043381,NA,"b","d","clean","no","yes",194
"358","2",34,"yes",51,15,16,16,"raíl","SKAUGTH","nonSKAUGTH","nonword","",4,7,3.09,NA,"eng","0",52,0.661785483,NA,"b","d","clean","no","yes",195
"359","2",34,"yes",51,15,16,16,"botella","SKEIGH","nonSKEIGH","nonword","",7,6,4.63,NA,"eng","0",81,0.713154435,NA,"b","d","clean","no","yes",196
"360","2",34,"yes",51,15,16,16,"cerveza","SLAWN","nonSLAWN","nonword","",7,5,4.9,NA,"eng","0",4,0.833971977,NA,"b","d","clean","no","yes",197
"361","2",34,"yes",51,15,16,16,"diana","SMOUNT","nonSMOUNT","nonword","",5,6,4.27,NA,"eng","0",102,0.760333955,NA,"b","d","clean","no","yes",198
"362","2",34,"yes",51,15,16,16,"camilla","SNEESE","nonSNEESE","nonword","",7,6,3.88,NA,"eng","0",65,0.666709185,NA,"b","d","clean","no","yes",199
"363","2",34,"yes",51,15,16,16,"cuerda","SNUIN","nonSNUIN","nonword","",6,5,4.37,NA,"eng","0",23,0.647073567,NA,"b","d","clean","no","yes",200
"364","2",34,"yes",51,15,16,16,"boleto","SOURGE","nonSOURGE","nonword","",6,6,4.33,NA,"eng","0",16,1.112678885,NA,"b","d","clean","no","yes",203
"365","2",34,"yes",51,15,16,16,"dibujo","SPLARCE","nonSPLARCE","nonword","",6,7,4.14,NA,"eng","0",71,0.645031095,NA,"b","d","clean","no","yes",204
"366","2",34,"yes",51,15,16,16,"barrio","SPLAUNCH","nonSPLAUNCH","nonword","",6,8,4.58,NA,"eng","0",104,0.811200798,NA,"b","d","clean","no","yes",205
"367","2",34,"yes",51,15,16,16,"cohete","SPLOATHE","nonSPLOATHE","nonword","",6,8,4.03,NA,"eng","0",92,1.26071775,NA,"b","d","clean","no","yes",206
"368","2",34,"yes",51,15,16,16,"bebida","SPLOUNGE","nonSPLOUNGE","nonword","",6,8,4.45,NA,"eng","0",51,0.911474288,NA,"b","d","clean","no","yes",207
"369","2",34,"yes",51,15,16,16,"foso","SPLYNC","nonSPLYNC","nonword","",4,6,3.31,NA,"eng","0",105,0.663265586,NA,"b","d","clean","no","yes",208
"370","2",34,"yes",51,15,16,16,"colina","SPRIEVE","nonSPRIEVE","nonword","",6,7,4.18,NA,"eng","0",73,0.661216259,NA,"b","d","clean","no","yes",209
"371","2",34,"yes",51,15,16,16,"carreta","SPRUE","nonSPRUE","nonword","",7,5,3.65,NA,"eng","0",75,0.679674327,NA,"b","d","clean","no","yes",210
"372","2",34,"yes",51,15,16,16,"almacén","STATCH","nonSTATCH","nonword","",7,6,4.19,NA,"eng","0",78,0.815152109,NA,"b","d","clean","no","yes",211
"373","2",34,"yes",51,15,16,16,"autobús","STRARSH","nonSTRARSH","nonword","",7,7,4.84,NA,"eng","0",64,0.960702717,NA,"b","d","clean","no","yes",212
"374","2",34,"yes",51,15,16,16,"carpa","THARC","nonTHARC","nonword","",5,5,3.73,NA,"eng","0",31,0.697520912,NA,"b","d","clean","no","yes",213
